ProvinceCode,Province,DistrictCode,District,ChiefdomCode,Chiefdom,SectionCode,Section,LocalityCode,Locality,chf,loc,CHIEFDOM_SECTION,geonm_placename,geonm_nm,geonm_altnm,geonm_long,geonm_lat,geonm_dist,osm_placename,osm_nm,osm_long,osm_lat,osm_dist
1.0,East,2.0,KENEMA,10.0,MALEGOHUN,2.0,KOJOR NGAGAU,1.0,NGAGAU HELEGOMBU,MALEGOHUN,NGAGAU HELEGOMBU,MALEGOHUN_KOJOR NGAGAU,NGAGAU HELEGOMBU,Malegohun,NA,-10.92511,8.1522,11,NGAGAU HELEGOMBU,Masalu,-10.9376826,8.1183486,12
3.0,South ,1.0,BO,12.0,NIAWA LENGA,1.0,BAIMBA,1.0,BAIMBA KORBU,NIAWA LENGA,KORBU,NIAWA LENGA_BAIMBA,KORBU,Kobu,Kobu,-11.67583,8.06483,1,KORBU,Kobu,-11.6759115,8.0648898,1
3.0,South ,1.0,BO,12.0,NIAWA LENGA,2.0,UPPER NIAWA,2.0,UPPER NIAWA NGOGBEBU VILLAGE,NIAWA LENGA,NGOGBEBU,NIAWA LENGA_UPPER NIAWA,NGOGBEBU,Gogbebu,"Gabweba,Gobwebu,Gogbebu",-11.55074,8.21524,1,NGOGBEBU,Negbema,-11.6573525,8.1281389,4
1.0,East,2.0,KENEMA,11.0,NIAWA,1.0,KAGBLAWO,1.0,BANDAWOR,NIAWA,BANDAWOR,NIAWA_KAGBLAWO,BANDAWOR,Gbandawo,Gbandawo,-11.36621,7.76263,2,BANDAWOR,Gbandawo,-11.3659674,7.7629061,2
1.0,East,2.0,KENEMA,11.0,NIAWA,2.0,MABONDOR,1.0,GANDOHUN,NIAWA,GANDOHUN,NIAWA_MABONDOR,GANDOHUN,Nyandehun,"Nyandehun,Senehun",-11.36035,7.72141,3,GANDOHUN,Nyandehun,-11.3603708,7.72166,3
1.0,East,2.0,KENEMA,12.0,NOMO,1.0,FAAMA,1.0,FAAMA,NOMO,FAAMA,NOMO_FAAMA,FAAMA,Faiama,"Eaiama,Faiama",-10.99785,7.5254,1,FAAMA,Faiama,-10.9974735,7.5255739,1
1.0,East,2.0,KENEMA,13.0,NONGOWA,1.0,DAGBANYA,1.0,JORMU,NONGOWA,JORMU,NONGOWA_DAGBANYA,JORMU,Jomu,Jomu,-11.05074,7.94971,1,JORMU,Jomu,-11.0501763,7.9488019,1
1.0,East,2.0,KENEMA,13.0,NONGOWA,1.0,DAGBANYA,2.0,KONABU,NONGOWA,KONABU,NONGOWA_DAGBANYA,KONABU,Konabu,Konabu,-11.10446,7.89431,0,KONABU,Konabu,-11.1038142,7.894515,0
1.0,East,2.0,KENEMA,13.0,NONGOWA,2.0,DAGBANYA,3.0,SECTION POTEHUN,NONGOWA,POTEHUN,NONGOWA_DAGBANYA,POTEHUN,Putahun,Putahun,-11.07425,7.96628,2,POTEHUN,Putahun,-11.0738906,7.966289,2
1.0,East,2.0,KENEMA,13.0,NONGOWA,3.0,KAGBADO KAMBOIMA,1.0,KAMBOIMA PANDERU,NONGOWA,KAMBOIMA PANDERU,NONGOWA_KAGBADO KAMBOIMA,KAMBOIMA PANDERU,Kamboiyabu,Kamboiyabu,-11.21737,7.837,8,KAMBOIMA PANDERU,Panderu,-11.136389,7.959722,9
1.0,East,2.0,KENEMA,13.0,NONGOWA,4.0,KONA FOIYA,2.0,FOIYA VAAHUN,NONGOWA,FOIYA VAAHUN,NONGOWA_KONA FOIYA,FOIYA VAAHUN,Fulawahun,Fulawahun,-11.17834,7.84289,6,FOIYA VAAHUN,Taninahun,-11.0993833,8.0109293,7
1.0,East,2.0,KENEMA,13.0,NONGOWA,5.0,KONA FOIYA,1.0,FOIYA SECTION KOMENDE,NONGOWA,FOIYA  KOMENDE,NONGOWA_KONA FOIYA,FOIYA  KOMENDE,Komende,Komende,-11.22952,7.87683,7,FOIYA  KOMENDE,Foya,-11.1317481,7.8931043,10
1.0,East,2.0,KENEMA,13.0,NONGOWA,6.0,KONA KPINDIBU,1.0,NIAHUN BUIMA,NONGOWA,NIAHUN BUIMA,NONGOWA_KONA KPINDIBU,NIAHUN BUIMA,Gnanyahun Bulima,"Gnanyahun Bulima,Naiahun",-11.10465,7.98847,5,NIAHUN BUIMA,Gnanyahun Bulima,-11.1040187,7.9889635,5
2.0,North ,1.0,BOMBALI,9.0,PAKI MASABONG,1.0,KATHANTHAN,1.0,KATHATHABANA KATHATHABANA,PAKI MASABONG,KATHATHABANA KATHATHABANA,PAKI MASABONG_KATHANTHAN,KATHATHABANA KATHATHABANA,Mabanta,Mabanta,-11.93268,8.82594,19,KATHATHABANA KATHATHABANA,Mamuna-Bana,-11.9842882,8.7084142,18
2.0,North ,1.0,BOMBALI,9.0,PAKI MASABONG,2.0,MASABONG,2.0,MASABONG MAKENI,PAKI MASABONG,MAKENI,PAKI MASABONG_MASABONG,MAKENI,Makeni,"Makem,Makeni",-11.99895,8.73977,0,MAKENI,Makeni,-11.9989433,8.7397362,0
2.0,North ,1.0,BOMBALI,9.0,PAKI MASABONG,3.0,ROSANDA,3.0,ROSANDA MASINGBI LOL,PAKI MASABONG,MASINGBI LOL,PAKI MASABONG_ROSANDA,MASINGBI LOL,Masingbi,Masingbi,-11.95171,8.78197,4,MASINGBI LOL,Masingbi,-11.9517811,8.7818556,4
2.0,North ,1.0,BOMBALI,10.0,SAFROKO LIMBA,1.0,BINKOLO,1.0,BINKOLO KABOMBEH VILLAGE,SAFROKO LIMBA,KABOMBEH,SAFROKO LIMBA_BINKOLO,KABOMBEH,Kabonka,"Kabonka,Kabonke",-11.91243,9.00195,4,KABOMBEH,Kabonka,-11.9121099,9.0019153,4
2.0,North ,1.0,BOMBALI,10.0,SAFROKO LIMBA,1.0,BINKOLO,2.0,BINKOLO MABONKANI JUNCTION,SAFROKO LIMBA,MABONKANI JUNCTION,SAFROKO LIMBA_BINKOLO,MABONKANI JUNCTION,Mabonkai,Mabonkai,-11.95445,8.99852,10,MABONKANI JUNCTION,Mabonkai,-11.8825648,8.9218326,10
2.0,North ,1.0,BOMBALI,10.0,SAFROKO LIMBA,2.0,KAGBO,3.0,KAGBO KAGBO,SAFROKO LIMBA,KAGBO,SAFROKO LIMBA_KAGBO,KAGBO,Kagbo,Kagbo,-11.8407,9.05311,0,KAGBO,Kagbo,-11.8379065,9.0558969,0
2.0,North ,1.0,BOMBALI,10.0,SAFROKO LIMBA,2.0,KAGBO,4.0,KAGBO MASELLEH,SAFROKO LIMBA,MASELLEH,SAFROKO LIMBA_KAGBO,MASELLEH,Masena,Masena,-11.76413,9.05704,4,MASELLEH,Mankoreh,-11.9704411,8.9199765,4
2.0,North ,1.0,BOMBALI,10.0,SAFROKO LIMBA,3.0,KAYASSI,6.0,KAYASIE BINKOLO JUNCTION BUMBUNA HIGHWAY,SAFROKO LIMBA,KAYASIE BINKOLO JUNCTION BUMBUNA HIGHWAY,SAFROKO LIMBA_KAYASSI,KAYASIE BINKOLO JUNCTION BUMBUNA HIGHWAY,Safroko Limba Chiefdom,"Safroko Limba,Safroko Limba Chiefdom",-11.92801,8.98009,30,KAYASIE BINKOLO JUNCTION BUMBUNA HIGHWAY,Binkolo,-11.9779353,8.9533154,33
2.0,North ,1.0,BOMBALI,10.0,SAFROKO LIMBA,4.0,MABAMBA,7.0,MABAMBA BINKOLO JUNCTION,SAFROKO LIMBA,BINKOLO JUNCTION,SAFROKO LIMBA_MABAMBA,BINKOLO JUNCTION,Binkolo,Binkolo,-11.98029,8.95225,9,BINKOLO JUNCTION,Binkolo,-11.9779353,8.9533154,9
2.0,North ,5.0,TONKOLILI,9.0,SAMBAYA,1.0,BOROWAH,1.0,BOROWAH KUNYA,SAMBAYA,KUNYA,SAMBAYA_BOROWAH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.0,North ,5.0,TONKOLILI,9.0,SAMBAYA,2.0,BUYAN,2.0,BUYAN DANKAWALIA,SAMBAYA,DANKAWALIA,SAMBAYA_BUYAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.0,North ,5.0,TONKOLILI,9.0,SAMBAYA,3.0,DAYIE,3.0,DAYIE KULIFAGA,SAMBAYA,KULIFAGA,SAMBAYA_DAYIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.0,North ,1.0,BOMBALI,11.0,SANDA LOKO,1.0,MAHARIBO,1.0,MAHARIBO MAHARIBO,SANDA LOKO,MAHARIBO,SANDA LOKO_MAHARIBO,MAHARIBO,Maharibu,Maharibu,-12.14945,9.39216,1,MAHARIBO,Mabaine,-12.0185534,9.3903763,4
2.0,North ,1.0,BOMBALI,11.0,SANDA LOKO,2.0,MAKAPA,2.0,MAKAPA MADINA FULLAH,SANDA LOKO,MADINA FULLAH,SANDA LOKO_MAKAPA,MADINA FULLAH,Madina,Madina,-12.02139,9.46812,7,MADINA FULLAH,Madina,-12.0210238,9.4684577,7
2.0,North ,1.0,BOMBALI,12.0,SANDA TENDARAN,1.0,ROGBIN,1.0,ROGBIN ROGBIN,SANDA TENDAREN,ROGBIN,SANDA TENDARAN_ROGBIN,ROGBIN,Robis,Robis,-12.46338,9.12426,2,ROGBIN,Funkin,-12.45,9.1,4
2.0,North ,1.0,BOMBALI,12.0,SANDA TENDARAN,2.0,YANKABALA,2.0,YANKABALA MANACK KAYONGHBOH,SANDA TENDAREN,MANACK KAYONGHBOH,SANDA TENDARAN_YANKABALA,MANACK KAYONGHBOH,Masaktaba,Masaktaba,-12.21016,9.23634,11,MANACK KAYONGHBOH,Masaktaba,-12.2107524,9.2376989,11
3.0,South ,1.0,BO,13.0,SELENGA,1.0,KADUAWO,1.0,GBANGBA,SELENGA,GBANGBA,SELENGA_KADUAWO,GBANGBA,Bangba,Bangba,-11.75841,8.12131,1,GBANGBA,Bangba,-11.7574894,8.1214997,1
2.0,North ,1.0,BOMBALI,13.0,SELLA LIMBA,1.0,KAMAKWIE,5.0,KAMAKWIE KAMAKWIE,SELLA LIMBA,KAMAKWIE,SELLA LIMBA_KAMAKWIE,KAMAKWIE,Kamakwie,"Kamakwie,Makwi,Makwie",-12.24061,9.49689,0,KAMAKWIE,Kamakwie,-12.2412521,9.496301,0
2.0,North ,1.0,BOMBALI,13.0,SELLA LIMBA,2.0,MAGBONKONI II,8.0,MAGBONKONIE 2 KAMABAIO,SELLA LIMBA,MAGBONKONIE 2 KAMABAIO,SELLA LIMBA_MAGBONKONI II,MAGBONKONIE 2 KAMABAIO,Magbenkere,Magbenkere,-12.2845,9.54971,15,MAGBONKONIE 2 KAMABAIO,Gbonko,-12.2166152,9.4606179,16
2.0,North ,1.0,BOMBALI,13.0,SELLA LIMBA,3.0,MAMANKOH,9.0,MAMANKOH KAPONKIE,SELLA LIMBA,KAPONKIE,SELLA LIMBA_MAMANKOH,KAPONKIE,Ponki,Ponki,-12.28763,9.51755,3,KAPONKIE,Kamakwie,-12.2412521,9.496301,4
2.0,North ,1.0,BOMBALI,13.0,SELLA LIMBA,4.0,SAMIA,10.0,SAMIYA SAMIYA,SELLA LIMBA,SAMIYA SAMIYA,SELLA LIMBA_SAMIA,SAMIYA SAMIYA,Mabansama,Mabansama,-12.21205,9.57558,7,SAMIYA SAMIYA,Kamakwie,-12.2412521,9.496301,9
1.0,East,2.0,KENEMA,14.0,SIMBARU,0.0,BUNDORYAMA,1.0,GBANGEIMA,SIMBARU,GBANGEIMA,SIMBARU_BUNDORYAMA,GBANGEIMA,Bangeima,"Bangeima,Bunjema",-11.30501,8.17307,1,GBANGEIMA,Gangama,-11.2845304,8.1019151,3
1.0,East,2.0,KENEMA,15.0,SMALL BO,1.0,FALLAY,1.0,FALLAY BLAMA,SMALL BO,BLAMA,SMALL BO_FALLAY,BLAMA,Blama,Blama,-11.34548,7.87481,0,BLAMA,Blama,-11.3448069,7.8741655,0
1.0,East,2.0,KENEMA,15.0,SMALL BO,2.0,GOLAMA,2.0,GOLAMA DOWOJU,SMALL BO,DOWOJU,SMALL BO_GOLAMA,DOWOJU,Bobobu,Bobobu,-11.41451,7.8737,3,DOWOJU,Bobobu,-11.4145229,7.8737465,3
1.0,East,2.0,KENEMA,15.0,SMALL BO,3.0,KAMBOMA,3.0,KAMBOMA SERABU,SMALL BO,SERABU,SMALL BO_KAMBOMA,SERABU,Serabu,"Serabu,Silabu,Sirabu",-11.28752,7.85338,0,SERABU,Serabu,-11.2873845,7.853564,0
1.0,East,2.0,KENEMA,15.0,SMALL BO,2.0,NYAWA,4.0,NYAWA NYANGBEBO MCHP,SMALL BO,NYANGBEBO MCHP,SMALL BO_NYAWA,NYANGBEBO MCHP,Nongoba,Nongoba,-11.34052,7.95259,10,NYANGBEBO MCHP,Nongoba,-11.3403017,7.9527671,10
1.0,East,2.0,KENEMA,15.0,SMALL BO,5.0,SOWA,5.0,SOWA NGELEHUN,SMALL BO,NGELEHUN,SMALL BO_SOWA,NGELEHUN,Gelehun,"Gelehun,Gerehun",-11.40015,7.89557,1,NGELEHUN,Gelehun,-11.3917198,7.8978067,1
2.0,North ,1.0,BOMBALI,14.0,TAMBAKHA,1.0,SIMIBUE,1.0,SAMAYA,TAMBAKHA,SAMAYA,TAMBAKHA_SIMIBUE,SAMAYA,Samaia,Samaia,-12.39481,9.51257,1,SAMAYA,Samaia,-12.3946984,9.5120105,1
2.0,North ,1.0,BOMBALI,14.0,TAMBAKHA,2.0,THALLA,1.0,SANYA,TAMBAKHA,SANYA,TAMBAKHA_THALLA,SANYA,Sainya,Sainya,-12.37861,9.83843,1,SANYA,Ganya,-12.2377022,9.8974897,1
2.0,North ,5.0,TONKOLILI,10.0,TANE,1.0,MAKRUGBEH,1.0,MAKRUGBEH,TANE,MAKRUGBEH,TANE_MAKRUGBEH,MAKRUGBEH,Makrugbe,Makrugbe,-11.81014,8.64598,1,MAKRUGBEH,Makrugbe,-11.8121072,8.6480329,1
2.0,North ,5.0,TONKOLILI,10.0,TANE,1.0,MAKRUGBEH,2.0,MASANKORO,TANE,MASANKORO,TANE_MAKRUGBEH,MASANKORO,Masankoro,Masankoro,-11.77016,8.66537,0,MASANKORO,Masankoro,-11.7703665,8.665556,0
2.0,North ,5.0,TONKOLILI,10.0,TANE,2.0,MANGE-BANA,1.0,BANA ROSENGBEH,TANE,BANA ROSENGBEH,TANE_MANGE-BANA,BANA ROSENGBEH,Makrugbe,Makrugbe,-11.81014,8.64598,9,BANA ROSENGBEH,Makrugbe,-11.8121072,8.6480329,9
2.0,North ,5.0,TONKOLILI,10.0,TANE,3.0,MAPAKIE,1.0,MATHUFULIE,TANE,MATHUFULIE,TANE_MAPAKIE,MATHUFULIE,Matufuri,Matufuri,-11.90294,8.63548,3,MATHUFULIE,Matufuri,-11.9023742,8.6356513,3
2.0,North ,5.0,TONKOLILI,10.0,TANE,4.0,MATHUNKARA,1.0,MATHUNKARA,TANE,MATHUNKARA,TANE_MATHUNKARA,MATHUNKARA,Matunkara,Matunkara,-11.81355,8.75558,1,MATHUNKARA,Matunkara,-11.8134482,8.7542962,1
2.0,North ,5.0,TONKOLILI,10.0,TANE,3.0,MATOTOKA,1.0,MAKONA,TANE,MAKONA,TANE_MATOTOKA,MAKONA,Makona,Makona,-11.83932,8.6278,0,MAKONA,Makona,-11.8392712,8.6277863,0
3.0,South ,1.0,BO,14.0,TIKONKO,1.0,BAINYAWA,1.0,GRIEMA,TIKONKO,GRIEMA,TIKONKO_BAINYAWA,GRIEMA,Grima,Grima,-11.73977,7.69429,1,GRIEMA,Grima,-11.7389782,7.6944332,1
3.0,South ,1.0,BO,14.0,TIKONKO,2.0,MAMBAWA,1.0,KASSAMA,TIKONKO,KASSAMA,TIKONKO_MAMBAWA,KASSAMA,Kasama,Kasama,-11.82999,7.79352,1,KASSAMA,Kassama,-11.831993,7.7921947,0
3.0,South ,1.0,BO,14.0,TIKONKO,3.0,NGOLAMAJIE,1.0,MATRU ON THE RAIL,TIKONKO,MATRU ON THE RAIL,TIKONKO_NGOLAMAJIE,MATRU ON THE RAIL,Mattru,"Matru,Mattr,Mattru",-11.79028,7.94667,12,MATRU ON THE RAIL,Matru,-11.7900246,7.9473193,12
3.0,South ,1.0,BO,14.0,TIKONKO,4.0,SENDEH,1.0,SEMBEHUN,TIKONKO,SEMBEHUN,TIKONKO_SENDEH,SEMBEHUN,Sembehun,Sembehun,-11.72637,7.88898,0,SEMBEHUN,Sembehun,-11.7252812,7.7782826,0
1.0,East,2.0,KENEMA,16.0,TUNKIA,3.0,GIEWOMA,1.0,FAIMA,TUNKIA,FAIMA,TUNKIA_GIEWOMA,FAIMA,Vaama,Vaama,-11.19262,7.4299,2,FAIMA,Laoma,-11.0307941,7.5462752,2
1.0,East,2.0,KENEMA,16.0,TUNKIA,3.0,GIEWOMA,2.0,NGIEWAHUN,TUNKIA,NGIEWAHUN,TUNKIA_GIEWOMA,NGIEWAHUN,Giewahun,Giewahun,-11.20071,7.60762,1,NGIEWAHUN,Giewahun,-11.1252881,7.5942956,1
1.0,East,2.0,KENEMA,16.0,TUNKIA,1.0,JEWAHUN,1.0,JAO,TUNKIA,JAO,TUNKIA_JEWAHUN,JAO,Mano,Mano,-11.09684,7.52172,2,JAO,Jawe,-11.1448108,7.6139455,2
1.0,East,2.0,KENEMA,16.0,TUNKIA,2.0,KUAWUMA,1.0,MANO JEIGBLA,TUNKIA,MANO JEIGBLA,TUNKIA_KUAWUMA,MANO JEIGBLA,Kanela,Kanela,-11.18502,7.46909,7,MANO JEIGBLA,Mano,-11.0959634,7.5216948,8
3.0,South ,1.0,BO,15.0,VALUNIA,1.0,DIA,1.0,KPEWAMA,VALUNIA,KPEWAMA,VALUNIA_DIA,KPEWAMA,Kpetema,"Kpetema,Petema",-11.61743,8.21996,2,KPEWAMA,Gbewama,-11.5518196,8.3335174,2
3.0,South ,1.0,BO,15.0,VALUNIA,2.0,LUNIA,1.0,GRIMA,VALUNIA,GRIMA,VALUNIA_LUNIA,GRIMA,Geima,Geima,-11.6908,8.23263,1,GRIMA,Giema,-11.6756165,8.2539283,2
3.0,South ,1.0,BO,15.0,VALUNIA,3.0,NGOVO,1.0,KPUABU,VALUNIA,KPUABU,VALUNIA_NGOVO,KPUABU,Semabu,Semabu,-11.55856,8.39038,3,KPUABU,Semabu,-11.5584619,8.3904283,3
3.0,South ,1.0,BO,15.0,VALUNIA,4.0,SEI,1.0,FOYA VILLAGE,VALUNIA,FOYA,VALUNIA_SEI,FOYA,Foya,Foya,-11.59822,8.28631,0,FOYA,Foya,-11.5982667,8.286013,0
3.0,South ,1.0,BO,15.0,VALUNIA,5.0,YARLENGA,1.0,NGOLAHUN JABATI,VALUNIA,NGOLAHUN JABATI,VALUNIA_YARLENGA,NGOLAHUN JABATI,Gorahun,Gorahun,-11.59875,8.22172,9,NGOLAHUN JABATI,Gorahun,-11.5987737,8.2215747,9
1.0,East,2.0,KENEMA,17.0,WANDOR,1.0,GBOGBEIMA,1.0,BAMBARA,WANDOR,BAMBARA,WANDOR_GBOGBEIMA,BAMBARA,Bambara,Bambara,-11.34533,8.3165,0,BAMBARA,Bambara,-11.346071,8.3169606,0
1.0,East,2.0,KENEMA,17.0,WANDOR,2.0,SONGHAI,1.0,FAALA CHP,WANDOR,FAALA CHP,WANDOR_SONGHAI,FAALA CHP,Falla,"Fala,Falla",-11.3795,8.28132,5,FAALA CHP,Fala,-11.3796373,8.2820324,5
1.0,East,2.0,KENEMA,17.0,WANDOR,2.0,SONGHAI,2.0,GENDEMA,WANDOR,GENDEMA,WANDOR_SONGHAI,GENDEMA,Gendema,Gendema,-11.34734,8.23275,0,GENDEMA,Gendema,-11.3472588,8.2329135,0
3.0,South ,1.0,BO,16.0,WONDE,1.0,KAGOI,1.0,KAMBAWAMA,WUNDE,KAMBAWAMA,WONDE_KAGOI,KAMBAWAMA,Jagbwema,"Gombu,Gumbu,Jagbwema",-11.7043,7.61798,4,KAMBAWAMA,Kpuawala,-11.4499067,7.7428457,4
3.0,South ,1.0,BO,16.0,WONDE,2.0,LOWER KARGOI,2.0,KAGOI BATHURST,WUNDE,KAGOI BATHURST,WONDE_LOWER KARGOI,KAGOI BATHURST,Gombahun,"Gomahun,Gombahun",-11.64444,7.55677,8,KAGOI BATHURST,Bathurst,-11.6723955,7.6342172,6
3.0,South ,1.0,BO,16.0,WONDE,3.0,MANYEH,1.0,FANIMA,WUNDE,FANIMA,WONDE_MANYEH,FANIMA,Fanima,Fanima,-11.52798,7.70133,0,FANIMA,Fanima,-11.5283637,7.7011729,0
2.0,North ,5.0,TONKOLILI,11.0,YONI,1.0,FOINDU,1.0,FOINDU,YONI,FOINDU,YONI_FOINDU,FOINDU,Fuendu,Fuendu,-12.07007,8.31747,2,FOINDU,Foindu,-12.0697506,8.3174969,0
2.0,North ,5.0,TONKOLILI,11.0,YONI,1.0,FOINDU,2.0,MAYOGBOR A,YONI,MAYOGBOR A,YONI_FOINDU,MAYOGBOR A,Mayogbo,Mayogbo,-12.03528,8.37088,3,MAYOGBOR A,Mayogbo,-12.0906249,8.339887,3
2.0,North ,5.0,TONKOLILI,11.0,YONI,2.0,GAINDEMA,1.0,MILE 91,YONI,MILE 91,YONI_GAINDEMA,MILE 91,Mulikia,"Malikia,Mulikia",-12.53723,8.36596,5,MILE 91,Mile 91,-12.2115824,8.4659111,0
2.0,North ,5.0,TONKOLILI,11.0,YONI,5.0,MACROGBA,1.0,SECTION MAKURUGBA,YONI,MAKURUGBA,YONI_MACROGBA,MAKURUGBA,Makumba,Makumba,-12.33813,8.45599,3,MAKURUGBA,Makrugba,-12.3606884,8.4225941,1
2.0,North ,5.0,TONKOLILI,11.0,YONI,3.0,MAKENI ROKEFULA,1.0,ROFULLAH MAKENI ROFULLAH,YONI,ROFULLAH MAKENI ROFULLAH,YONI_MAKENI ROKEFULA,ROFULLAH MAKENI ROFULLAH,Makeni Rofulla,"Makani,Makeni,Makeni Rofulla",-12.54132,8.42327,10,ROFULLAH MAKENI ROFULLAH,Rogbon Kana Selly,-12.1511006,8.3838718,16
2.0,North ,5.0,TONKOLILI,11.0,YONI,4.0,MAKENI ROKEFULA,2.0,ROKE FULLAH MAGBAFTH,YONI,ROKE FULLAH MAGBAFTH,YONI_MAKENI ROKEFULA,ROKE FULLAH MAGBAFTH,Romagbut,"Banbut,Romagbut",-12.45708,8.3608,13,ROKE FULLAH MAGBAFTH,Magbafath,-12.6000371,8.4571119,13
2.0,North ,5.0,TONKOLILI,11.0,YONI,6.0,MALANCHOR,1.0,SECTION ROBARRIE,YONI,ROBARRIE,YONI_MALANCHOR,ROBARRIE,Ronuri,Ronuri,-12.38102,8.36716,4,ROBARRIE,Ro-barrie,-12.6311317,8.3734761,1
2.0,North ,5.0,TONKOLILI,11.0,YONI,7.0,MALANCHOR,1.0,MAKONDU,YONI,MAKONDU,YONI_MALANCHOR,MAKONDU,Makondu,Makondu,-12.57392,8.36063,0,MAKONDU,Makundu,-12.5744056,8.360909,1
2.0,North ,5.0,TONKOLILI,11.0,YONI,8.0,MALOMPOR,1.0,MAKELEH,YONI,MAKELEH,YONI_MALOMPOR,MAKELEH,Mokele,Mokele,-12.10114,8.47095,2,MAKELEH,Makeleh,-12.1007117,8.4708794,0
2.0,North ,5.0,TONKOLILI,11.0,YONI,9.0,MAMAKA,4.0,MAMAKA MAMAKA,YONI,MAMAKA,YONI_MAMAKA,MAMAKA,Mamaka,"Mamaka,Mamako",-12.2854,8.5156,0,MAMAKA,Mamaka,-12.2841881,8.5150235,0
2.0,North ,5.0,TONKOLILI,11.0,YONI,9.0,MAMAKA,2.0,SECTION ROKIMBI,YONI,ROKIMBI,YONI_MAMAKA,ROKIMBI,Rokumbi,Rokumbi,-12.37691,8.47866,1,ROKIMBI,Rokumbi 2,-12.3768804,8.4785574,3
2.0,North ,5.0,TONKOLILI,11.0,YONI,10.0,MAYIRA,1.0,SECTION MAGBEASSA,YONI,MAGBEASSA,YONI_MAYIRA,MAGBEASSA,Magbese,Magbese,-12.43172,8.41969,3,MAGBEASSA,Magbassia,-12.3160572,8.3758428,2
2.0,North ,5.0,TONKOLILI,11.0,YONI,12.0,PETIFU UPPER,3.0,UPPER BAKELOKO,YONI,UPPER BAKELOKO,YONI_PETIFU UPPER,UPPER BAKELOKO,Bake Loko,Bake Loko,-12.29439,8.3989,7,UPPER BAKELOKO,Bake Loko,-12.2943682,8.3988013,7
2.0,North ,5.0,TONKOLILI,11.0,YONI,12.0,PETIFU UPPER,4.0,UPPER MAGBASIA BANA,YONI,UPPER MAGBASIA BANA,YONI_PETIFU UPPER,UPPER MAGBASIA BANA,Magbesebana,Magbesebana,-12.31604,8.37586,10,UPPER MAGBASIA BANA,Mabilla Banna,-12.0732466,8.4038584,11
2.0,North ,5.0,TONKOLILI,11.0,YONI,12.0,PETIFU UPPER,5.0,UPPER PATIFU FULAMASA,YONI,UPPER PATIFU FULAMASA,YONI_PETIFU UPPER,UPPER PATIFU FULAMASA,Petifu,Petifu,-12.41589,8.44715,15,UPPER PATIFU FULAMASA,Petifu Road,-12.242664,8.4390449,13
2.0,North ,5.0,TONKOLILI,11.0,YONI,11.0,PETIFU-LOWER,1.0,LOWER SECTION RORUCKS,YONI,LOWER  RORUCKS,YONI_PETIFU-LOWER,LOWER  RORUCKS,Roruks,Roruks,-12.42774,8.37802,8,LOWER  RORUCKS,Roruks,-12.4294468,8.3762695,8
2.0,North ,5.0,TONKOLILI,11.0,YONI,13.0,RONIETTA,1.0,SECTION BATH BANA,YONI,BATH BANA,YONI_RONIETTA,BATH BANA,Batbana,Batbana,-12.44707,8.33511,2,BATH BANA,Batbana,-12.4476322,8.3349858,2
2.0,North ,5.0,TONKOLILI,11.0,YONI,13.0,RONIETTA,2.0,SECTION RONIETTA,YONI,RONIETTA,YONI_RONIETTA,RONIETTA,Ronieta,Ronieta,-12.10223,8.38152,1,RONIETTA,Rosint,-12.3989447,8.4402411,4
2.0,North ,5.0,TONKOLILI,11.0,YONI,14.0,YONI,2.0,YONIBANA,YONI,YONIBANA,YONI_YONI,YONIBANA,Yonibana,Yonibana,-12.23929,8.44347,0,YONIBANA,Yonibana,-12.248489,8.4440014,0
2.0,North ,5.0,TONKOLILI,11.0,YONI,15.0,YONI,1.0,SECTION KUMRABAI,YONI,KUMRABAI,YONI_YONI,KUMRABAI,Mabai,Mabai,-12.25113,8.5412,3,KUMRABAI,Kumrabai,-12.3215556,8.4380919,0
